,lower avg_gwei,upper avg_gwei,predicted_gwei
2025-12-13 11:00:00+00:00,-1.045801330498279,1.1415875563331612,0.04789311291744108
2025-12-13 12:00:00+00:00,-1.0466199271741652,1.1424061530090475,0.04789311291744108
2025-12-13 13:00:00+00:00,-1.0474379120712236,1.1432241379061059,0.04789311291744108
2025-12-13 14:00:00+00:00,-1.0482552865590473,1.1440415123939296,0.04789311291744108
2025-12-13 15:00:00+00:00,-1.049072052002127,1.1448582778370093,0.04789311291744108
2025-12-13 16:00:00+00:00,-1.049888209759878,1.1456744355947603,0.04789311291744108
2025-12-13 17:00:00+00:00,-1.0507037611866648,1.146489987021547,0.04789311291744108
2025-12-13 18:00:00+00:00,-1.051518707631829,1.1473049334667114,0.04789311291744108
2025-12-13 19:00:00+00:00,-1.052333050439716,1.1481192762745982,0.04789311291744108
2025-12-13 20:00:00+00:00,-1.0531467909496974,1.1489330167845797,0.04789311291744108
2025-12-13 21:00:00+00:00,-1.0539599304962013,1.1497461563310836,0.04789311291744108
2025-12-13 22:00:00+00:00,-1.0547724704087342,1.1505586962436165,0.04789311291744108
2025-12-13 23:00:00+00:00,-1.0555844120119084,1.1513706378467907,0.04789311291744108
